nombre,fecha_publicacion,rating,ratings_count,generos,tags,metacritic,plataformas,usuarios_interesados
Moonlighter,2018-05-28,3.74,489,"['Indie', 'Adventure', 'Action']","['Singleplayer', 'Full controller support', '2D', 'Pixel Graphics', 'role-playing', 'Roguelite', 'Dungeon Crawler']",82.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux']",3676
Remnant: From the Ashes,2019-08-20,3.63,643,"['Adventure', 'Action', 'RPG']","['Singleplayer', 'Full controller support', 'RPG', 'cooperative', 'Online Co-Op', 'Gore', 'Violent', 'Post-apocalyptic', 'Procedural Generation', 'Souls-like']",76.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3655
This is the Police,2016-08-01,3.89,711,"['Indie', 'Strategy', 'Adventure', 'Simulation']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Horror', 'Comedy', 'Choices Matter', 'Mature', 'Memes', 'Crime', 'Management', 'Visual Novel', 'Detective', 'achievements', 'Kickstarter', 'Noir', 'Political', 'leaderboards']",66.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux']",3636
South Park: The Fractured But Whole,2017-03-31,4.04,805,"['Adventure', 'RPG']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', '2D', 'Horror', 'Funny', 'Comedy', 'role-playing', 'Nudity', 'Turn-Based', 'Mature', 'Memes', 'Dark Humor', 'Illuminati', 'Superhero', 'Cartoon', 'Satire']",80.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3614
SteamWorld Dig 2,2017-09-21,4.06,421,"['Indie', 'Platformer', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', '2D', 'Female Protagonist', 'Metroidvania', 'Steampunk', 'puzzles']",88.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Nintendo 3DS', 'macOS', 'Linux', 'PS Vita']",3605
Shadow Warrior (2013),2013-09-25,3.64,584,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'First-Person', '2D', 'FPS', 'Funny', 'Gore', 'Classic', 'Comedy', 'Hack and Slash', 'War', 'Captions available', 'Side Scroller', 'Remake', '3D Vision', 'Dark Humor', 'character', 'Demons', 'Ninja', 'Swordplay', 'animation', 'Shadows', 'vector', 'sprites', 'black', 'spriter']",73.0,"['PC', 'Xbox One', 'PlayStation 4', 'iOS', 'macOS', 'Linux']",3600
Dungeon of the Endless,2014-10-27,3.61,269,"['Indie', 'Strategy', 'Adventure', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Co-op', 'cooperative', '2D', 'Sci-fi', 'Partial Controller Support', 'Difficult', 'Survival', 'Pixel Graphics', 'Cross-Platform Multiplayer', 'Replay Value', 'Roguelike', 'Roguelite', 'Dungeon Crawler', 'Procedural Generation', 'Resource Management', 'Tower Defense', 'Perma Death']",79.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS']",3599
My Friend Pedro,2019-06-19,3.87,733,"['Shooter', 'Adventure', 'Action', 'Arcade', 'Indie']","['Singleplayer', '2D', 'Partial Controller Support', 'Gore', 'Violent']",76.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS']",3583
Hyper Light Drifter,2016-03-30,4.14,591,"['Indie', 'Adventure', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Co-op', '2D', 'Sci-fi', 'Fantasy', 'Difficult', 'Exploration', 'Local Co-Op', 'Pixel Graphics', 'Action RPG', 'Local Multiplayer', 'Hack and Slash', 'Post-apocalyptic', 'controller support', 'Colorful', 'Top-Down', 'Metroidvania', 'Kickstarter']",84.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'Linux']",3572
Just Cause 4,2018-12-04,3.04,513,"['Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Story Rich', 'Open World', 'cooperative', 'Gore', 'Sandbox', 'Violent', 'Action-Adventure', 'Third-Person Shooter', 'Physics', '3rd-Person Perspective', 'Destruction']",68.0,"['PC', 'Xbox One', 'PlayStation 4']",3561
RUINER,2017-09-26,3.72,587,"['Shooter', 'Action']","['Great Soundtrack', 'Isometric', 'Cyberpunk', 'Twin Stick Shooter']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",3555
STAR WARS: The Force Unleashed II,2010-10-25,3.65,561,"['Adventure', 'Action']","['Singleplayer', 'Steam Cloud', 'Story Rich', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'Fantasy', 'Controller', 'Hack and Slash', 'Short', 'Star Wars']",59.0,"['PC', 'Xbox One', 'Nintendo DS', 'Xbox 360', 'PlayStation 3', 'Wii']",3548
Golf With Your Friends,2016-01-29,3.82,363,"['Casual', 'Indie', 'Sports']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Great Soundtrack', 'Co-op', 'cooperative', 'Horror', 'Funny', 'Difficult', 'Online multiplayer', 'stats', 'Early Access', 'Cross-Platform Multiplayer', 'Family Friendly', 'Physics', 'Memes', 'Illuminati', 'party', 'Golf', 'Mini Golf']",69.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",3544
Snake Pass,2017-03-28,3.23,250,"['Adventure', 'Puzzle', 'Casual', 'Simulation', 'Indie']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Difficult', 'Steam Leaderboards', 'Family Friendly', 'Cute', 'Colorful', 'Physics', 'Puzzle-Platformer', '3D Platformer']",71.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3542
Bulletstorm,2011-02-22,4.08,856,"['Shooter', 'Action']","['Multiplayer', 'FPS', 'Dark', 'combat', 'Epic', 'fun', 'destroy', 'hunt', 'planet', 'humor', 'murder', 'fly', 'run']",83.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",3533
Rayman Origins,2011-11-15,4.13,753,"['Family', 'Platformer', 'Arcade', 'Action']","['Singleplayer', 'Full controller support', 'Great Soundtrack', 'Co-op', 'cooperative', '2D', 'Fantasy', 'Funny', 'Difficult', 'Comedy', 'Split Screen', 'Local Co-Op', 'Controller', 'Local Multiplayer', 'Family Friendly', 'controller support', 'Colorful', 'Side Scroller', '3D Vision', 'Cartoony', '4 Player Local']",86.0,"['PC', 'Xbox One', 'iOS', 'Nintendo 3DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii']",3525
We Were Here,2017-02-03,3.79,464,"['Adventure', 'Action', 'Puzzle']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'Co-op', 'cooperative', 'First-Person', 'Partial Controller Support', 'Horror', 'Online Co-Op', 'Difficult', 'Survival', 'Free to Play', 'Online multiplayer', 'Cross-Platform Multiplayer', 'Mystery', 'VR', 'Co-op Campaign']",63.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",3522
Race The Sun,2013-08-17,3.14,401,"['Racing', 'Arcade', 'Action', 'Indie']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'Sci-fi', 'Difficult', 'Steam Leaderboards', 'Controller', 'stats', 'Steam Workshop', 'Includes level editor', 'controller support', 'Fast-Paced', 'VR', 'Kickstarter', 'Perma Death', 'Minimalist', 'Flight', 'Runner']",79.0,"['PC', 'Xbox One', 'PlayStation 4', 'iOS', 'macOS', 'Linux', 'PlayStation 3', 'PS Vita', 'Wii U', 'Web']",3517
DiRT Rally 2.0,2019-02-26,3.57,330,"['Racing', 'Simulation', 'Sports']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Online multiplayer', 'VR', '3D Vision', 'TrackIR']",83.0,"['PC', 'Xbox One', 'PlayStation 4']",3513
Overwatch,2016-05-24,4.14,1129,"['Casual', 'Shooter', 'Massively Multiplayer', 'Action']","['Multiplayer', 'First-Person', 'Sci-fi', 'FPS', 'Funny', 'PvP', '3D', 'Team-Based', 'online', 'hero', 'Hero Shooter', 'Team']",91.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3486
Oddworld: New 'n' Tasty,2014-07-22,3.51,384,"['Indie', 'Platformer', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', '2D', 'Sci-fi', 'Funny', 'Difficult', 'Steam Leaderboards', 'Classic', 'Comedy', 'Stealth', 'controller support', 'Side Scroller', 'Remake', '3D Vision', 'Puzzle-Platformer', '2.5D', 'Cult Classic']",87.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PlayStation 3', 'PS Vita', 'Wii U']",3483
Call of Duty: Advanced Warfare,2014-11-03,3.47,851,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Sci-fi', 'Post-apocalyptic', 'Conspiracy']",78.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",3471
Vanquish,2010-10-19,4.01,559,"['Indie', 'Shooter', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', '2D', 'Third Person', 'Sci-fi', 'Fantasy', 'Classic', 'Third-Person Shooter', 'Retro', 'Hack and Slash', 'combat', 'Futuristic', 'Medieval', 'Fast-Paced', 'Magic', 'Linear', 'Cartoon', 'Mythology', 'Mechs', 'Character Action Game', 'Bullet Time', 'Action Roguelike']",79.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",3467
Red Faction Guerrilla Re-Mars-tered,2018-07-02,3.47,287,"['Shooter', 'Arcade', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Open World', 'Third Person', 'Sci-fi', 'Gore', 'Steam Leaderboards', 'Sandbox', 'Online multiplayer', 'Third-Person Shooter', 'Physics', 'Destruction', 'Mars']",70.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3467
The Dark Pictures Anthology: Man of Medan,2019-08-30,3.62,742,"['Adventure', 'Action']","['Singleplayer', 'Multiplayer', 'Full controller support', 'Co-op', 'cooperative', 'Horror', 'Gore', 'Violent', 'Online multiplayer', 'Local Multiplayer', 'Choices Matter']",71.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3456
MultiVersus,2022-07-26,3.14,182,"['Action', 'Fighting']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Co-op', 'cooperative', '2D', 'Online Co-Op', 'Fantasy', 'Funny', 'PvP', 'In-App Purchases', 'Character Customization', 'Choices Matter', 'Colorful', 'Memes', 'Competitive', ""Beat 'em up"", 'Online PvP', ""1990's"", 'Hand-drawn', 'Comic Book', 'Superhero', 'Cartoon', '1980s', '2D Fighter', 'Remote Play Together', '2D Platformer', '2D-платформер', '2D-файтинг']",,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X']",3447
Tom Clancy's Splinter Cell: Conviction,2010-04-13,3.84,682,"['Adventure', 'Action']","['Singleplayer', 'Multiplayer', 'Co-op', 'cooperative', 'Partial Controller Support', 'Stealth']",83.0,"['PC', 'Xbox One', 'Android', 'macOS', 'Xbox 360', 'PlayStation 3']",3443
Star Wars: Republic Commando,2005-03-01,4.17,521,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'cooperative', 'First-Person', 'Sci-fi', 'FPS', 'Classic', 'Tactical', 'Local Multiplayer', 'Dark', 'Space', 'War', 'Team-Based', 'Futuristic', 'Star Wars']",78.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'Xbox']",3440
LEGO Star Wars - The Complete Saga,2007-11-06,4.1,623,"['Adventure', 'Action']","['Singleplayer', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Great Soundtrack', 'Co-op', 'Open World', 'cooperative', 'Sci-fi', 'Funny', 'Classic', 'Comedy', 'Split Screen', 'Local Co-Op', 'Controller', 'Local Multiplayer', 'Space', 'Family Friendly', 'Star Wars', 'LEGO']",77.0,"['PC', 'Xbox One', 'iOS', 'Android', 'Nintendo DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'Wii']",3418
Hogwarts Legacy,2023-02-10,3.95,787,"['Action', 'RPG']","['Singleplayer', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Fantasy', 'Exploration', 'Action-Adventure', 'Action RPG', 'Dark', 'Character Customization', 'Family Friendly', 'Choices Matter', 'combat', 'Magic', 'Story', 'online', 'battle', 'character', 'friends', 'explore', 'secrets', 'journey', 'school', 'student', 'castle', 'wizards', 'witch', 'Giocatore singolo', 'Дети', 'potions', 'Achievement di Steam', 'Supporto completo per i controller', 'character-creation', ""Acquisti dall'applicazione"", 'character-generator']",,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch']",3414
Slime Rancher,2016-01-14,3.87,570,"['Indie', 'Adventure', 'Action', 'Simulation']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Open World', 'First-Person', 'FPS', 'Fantasy', 'Funny', 'Exploration', 'Sandbox', 'Female Protagonist', 'Early Access', 'Anime', 'Family Friendly', 'controller support', 'Cute', 'Colorful', 'Management', 'in development']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",3401
PAC-MAN CHAMPIONSHIP EDITION 2,2016-09-13,3.13,199,"['Casual', 'Arcade']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'steam-trading-cards', 'Great Soundtrack', 'Steam Leaderboards', 'Classic']",77.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3396
Realm Royale,2018-06-05,2.62,469,['Action'],"['Singleplayer', 'Multiplayer', 'Co-op', 'Open World', 'cooperative', 'Third Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Fantasy', 'Survival', 'Free to Play', 'Online multiplayer', 'Third-Person Shooter', 'Early Access', 'PvP', 'Team-Based', 'Memes', 'Competitive', 'Other']",,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",3389
Bloodstained: Ritual of the Night,2019-06-18,4.01,449,"['Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'RPG', 'cooperative', '2D', 'Online Co-Op', 'Female Protagonist', 'Online multiplayer', 'Local Co-Op', 'Local Multiplayer', 'Anime', 'role-playing', 'Captions available', 'Crafting', 'Side Scroller', 'Metroidvania', '2.5D']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android']",3376
Alice: Madness Returns,2011-06-14,4.01,561,"['Adventure', 'Action']","['Singleplayer', 'Atmospheric', 'Story Rich', 'Third Person', 'Horror', 'Fantasy', 'Gore', 'Female Protagonist', 'Action-Adventure', 'Dark', 'Hack and Slash', '3D Vision', 'Steampunk', 'Surreal', 'Gothic', 'Psychological', 'Based On A Novel']",75.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",3361
The Incredible Adventures of Van Helsing,2013-05-22,3.41,324,"['Indie', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Co-op', 'cooperative', 'Fantasy', 'Funny', 'Steam Leaderboards', 'Action RPG', 'stats', 'Cross-Platform Multiplayer', 'Hack and Slash', 'Dark Fantasy', 'Isometric', 'Magic', 'Steampunk', 'Dungeon Crawler', 'Loot', 'Gothic', 'Based On A Novel', 'Vampire']",72.0,"['PC', 'Xbox One', 'macOS']",3350
DOOM II,1994-09-30,4.38,713,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Great Soundtrack', 'cooperative', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Online Co-Op', 'Gore', 'Classic', 'Violent', 'Retro', 'Zombies', 'Moddable', ""1990's"", '2.5D', 'Demons', 'hell', 'deathmatch', 'violence', 'automap']",83.0,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Xbox 360', 'Game Boy Advance', 'Classic Macintosh']",3333
Persona 4 Golden,2012-11-20,4.43,589,['RPG'],"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Great Soundtrack', 'RPG', 'Story Rich', 'Violent', 'Anime', 'exclusive', 'Mystery', 'Colorful', 'Turn-Based Strategy', 'Sexual Content', 'Multiple Endings', 'Steam Trading Cards', 'Visual Novel', 'JRPG', 'Detective', 'Turn-Based Combat', 'Emotional', 'Dating Sim', 'Party-Based RPG']",89.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'PS Vita']",3326
Duke Nukem Forever,2011-06-09,2.87,549,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'First-Person', 'Sci-fi', 'Partial Controller Support', 'FPS', 'Funny', 'Gore', 'Steam Leaderboards', 'Classic', 'Comedy', 'stats', 'Nudity', 'Mature', 'Aliens', 'Memes', '3D Vision', 'Linear', 'Dark Humor']",54.0,"['PC', 'Xbox One', 'macOS', 'Xbox 360', 'PlayStation 3']",3325
Call of Duty: Ghosts,2013-11-05,3.16,832,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Co-op', 'cooperative', 'First-Person', 'FPS', 'Online Co-Op', 'Steam Leaderboards', 'Tactical', 'War', 'Survival Horror', 'Post-apocalyptic', 'Short', 'Team-Based', 'Futuristic', 'Fast-Paced', 'Military', 'Competitive', 'Valve Anti-Cheat enabled', 'Linear', 'America', 'Hacking', '4 giocatori divano', 'lan party', 'Giocatore singolo']",68.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'Wii U']",3308
Need for Speed Rivals,2013-11-15,3.15,679,"['Racing', 'Arcade']","['Singleplayer', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'FPS', 'Online Co-Op', 'Split Screen', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Driving', 'online', 'Destruction', 'environment', 'cars', 'racer']",77.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",3303
Gears of War,2006-11-08,4.11,823,"['Shooter', 'Action']","['War', 'Monsters', 'invaders']",90.0,"['PC', 'Xbox One', 'Xbox 360']",3299
Fable III,2010-10-25,3.73,707,"['Action', 'RPG']","['Steampunk', 'character', 'love', 'fall']",78.0,"['PC', 'Xbox One', 'Xbox 360']",3299
